Line,Movie,Character,Dialogue,Joy,Sadness,Disgust,Fear,Anger,Surprise,Calmness,Confusion,Anxiety,Lust
232,SW_EpisodeV,LUKE,"Hobbie, I've been hit!",0,0,0,8,0,6,0,0,2,0
233,SW_EpisodeV,HAN,You all right?,0,0,0,5,0,6,7,0,8,0
234,SW_EpisodeV,LEIA,Why are you still here?,0,0,5,0,7,0,6,0,0,0
235,SW_EpisodeV,HAN,I heard the command center had been hit.,0,0,0,0,2,0,7,0,5,3
236,SW_EpisodeV,LEIA,You got your clearance to leave.,0,0,8,0,4,0,10,0,0,0
237,SW_EpisodeV,HAN,Don't worry. I'll leave. First I'm going to get you to your ship.,0,0,0,0,0,0,8,0,3,5
238,SW_EpisodeV,THREEPIO,"Your Highness, we must take this last transport. It's our only hope.",0,0,0,6,0,7,5,0,9,0
239,SW_EpisodeV,LEIA,Send all troops in sector twelve to the south slope to protect the fighters.,0,0,0,0,0,0,9,0,3,0
240,SW_EpisodeV,ANNOUNCER,Imperial troops have entered the base.,0,0,0,5,0,7,5,0,4,0
241,SW_EpisodeV,HAN,Come on...that's it.,0,0,0,3,0,6,3,8,7,0
242,SW_EpisodeV,LEIA,Give the evacuation code signal. And get to your transports!,0,0,0,7,0,6,5,0,8,0
243,SW_EpisodeV,HEAD CONTROLLER,K-one-zero...all troops disengage.,0,0,0,4,0,5,8,0,7,0
244,SW_EpisodeV,THREEPIO,Oh! Wait for me!,0,0,0,8,0,8,1,0,5,0
245,SW_EpisodeV,OFFICER,Begin retreat!,0,0,0,6,0,4,8,0,8,0
246,SW_EpisodeV,SECOND OFFICER,Fall back!,0,0,0,8,0,6,5,0,4,0
247,SW_EpisodeV,VEERS,Distance to power generators?,0,0,0,0,0,0,9,6,4,0
248,SW_EpisodeV,PILOT,"One-seven, decimal two-eight.",0,0,0,0,0,0,10,0,0,0
249,SW_EpisodeV,VEERS,Target. Maximum fire power.,0,0,0,0,2,0,9,0,0,0
250,SW_EpisodeV,HAN,"Transport, this is Solo. Better take off -- I can't get to you. I'll get the princess out on the Falcon.",0,0,0,6,0,7,5,0,8,0
251,SW_EpisodeV,THREEPIO,But...but...but...where are you going? Uh...come back!!,0,2,0,7,0,8,0,10,8,0
252,SW_EpisodeV,THREEPIO,Wait! Wait for me! Wait! Stop!,0,0,0,9,0,5,0,0,8,0
253,SW_EpisodeV,THREEPIO,How typical.,0,0,8,2,7,0,9,0,0,0
254,SW_EpisodeV,HAN,Come on.,0,0,0,0,0,0,9,0,4,0
255,SW_EpisodeV,HAN,"Hurry up, goldenrod, or you're going to be a permanent resident!",0,0,0,3,6,0,2,0,5,0
256,SW_EpisodeV,THREEPIO,Wait! Wait!,0,0,0,9,0,6,0,0,7,0
257,SW_EpisodeV,HAN,How's this?,0,0,0,0,0,0,7,8,0,0
258,SW_EpisodeV,LEIA,Would it helped if I got out and pushed?,0,0,0,0,0,0,7,8,5,0
259,SW_EpisodeV,HAN,It might.,0,0,0,0,0,0,9,0,5,0
260,SW_EpisodeV,THREEPIO,"Captain Solo, Captain Solo...sir, might I suggest that you...",0,0,0,0,0,0,7,3,8,0
261,SW_EpisodeV,THREEPIO,It can wait.,0,6,3,0,0,0,7,0,8,0
262,SW_EpisodeV,LEIA,The bucket of bolts is never going to get us past that blockade.,0,9,0,0,0,0,5,0,7,0
263,SW_EpisodeV,HAN,"This baby's got a few surprises left in her, sweetheart.",0,0,0,0,0,0,9,0,1,8
264,SW_EpisodeV,HAN,Come on! Come on! Switch over. Let's hope we don't have a burnout.,0,0,0,8,0,7,4,5,9,0
265,SW_EpisodeV,HAN,See?,4,0,0,0,0,4,9,0,0,0
266,SW_EpisodeV,LEIA,"Someday you're going to be wrong, and I hope I'm there to see it.",0,0,6,0,4,6,4,0,0,5
267,SW_EpisodeV,HAN,Punch it!,0,0,0,2,0,8,4,0,6,0
268,SW_EpisodeV,LUKE,Artoo! Get her ready for takeoff.,0,0,0,2,0,7,5,0,8,0
269,SW_EpisodeV,WEDGE,"Good luck, Luke. See you at the rendezvous.",4,0,0,0,0,0,9,0,1,0
270,SW_EpisodeV,LUKE,"Don't worry, Artoo. We're going, we're going.",4,0,0,0,0,0,9,0,6,0
271,SW_EpisodeV,LUKE,"There's nothing wrong, Artoo. I'm just setting a new course.",0,0,0,0,0,4,8,0,7,0
272,SW_EpisodeV,LUKE,We're not going to regroup with the others.,0,0,0,0,4,0,9,0,0,0
273,SW_EpisodeV,LUKE,We're going to the Dagobah system.,0,0,0,0,0,0,10,0,2,0
274,SW_EpisodeV,LUKE,"Yes, Artoo?",0,0,3,0,2,5,8,6,0,0
275,SW_EpisodeV,LUKE,That's all right. I'd like to keep it on manual control for a while.,0,0,4,0,2,3,9,0,0,0
276,SW_EpisodeV,HAN,I saw them! I saw them!,4,0,0,0,0,8,4,0,0,0
277,SW_EpisodeV,LEIA,Saw what?,0,0,0,2,0,7,1,9,2,0
278,SW_EpisodeV,HAN,"Star Destroyers, two of them, coming right at us.",0,0,0,5,0,5,7,0,9,0
279,SW_EpisodeV,THREEPIO,"Sir, sir! Might I suggest...",0,0,0,8,0,0,2,0,7,0
280,SW_EpisodeV,HAN,Shut him up or shut him down! Check the deflector shield!,0,0,4,0,8,3,5,0,7,0
281,SW_EpisodeV,HAN,"Oh, great. Well, we can still outmaneuver them.",6,0,0,0,0,7,5,0,0,0
282,SW_EpisodeV,IMPERIAL OFFICER,Take evasive action!,0,0,0,5,3,7,3,0,5,0
283,SW_EpisodeV,HAN,Prepare to make the jump to light-speed.,0,0,0,0,0,0,9,0,5,0
284,SW_EpisodeV,THREEPIO,"But, sir!",0,0,3,6,0,9,2,6,4,0
285,SW_EpisodeV,LEIA,They're getting closer!,0,0,0,8,0,7,2,0,5,0
286,SW_EpisodeV,HAN,Oh yeah? Watch this.,6,0,2,0,0,0,9,0,0,0
287,SW_EpisodeV,LEIA,Watch what?,0,0,4,6,0,9,0,10,7,0
288,SW_EpisodeV,HAN,I think we're in trouble.,0,0,0,4,0,6,7,0,3,0
289,SW_EpisodeV,THREEPIO,"If I may say so, sir, I noticed earlier the hyperdrive motivator has been damaged. It's impossible to go to light-speed!",0,0,0,5,0,4,7,0,10,0
290,SW_EpisodeV,HAN,We're in trouble!,0,0,0,5,0,9,0,0,7,0
291,SW_EpisodeV,HAN,Horizontal boosters...!,0,0,0,5,0,3,5,0,8,0
292,SW_EpisodeV,HAN,Alluvial dampers...! Well that's not it.,0,0,4,5,0,5,1,7,5,0
293,SW_EpisodeV,HAN,Bring me the hydrospanners!,0,0,0,3,0,2,3,0,9,0
294,SW_EpisodeV,HAN,I don't know how we're going to get out of this one.,0,2,0,4,0,2,6,8,10,0
295,SW_EpisodeV,HAN,Oww! Chewie!,0,0,0,1,7,9,0,3,0,0
296,SW_EpisodeV,HAN,That was no laser blast! Something hit us.,0,0,0,4,0,9,2,7,4,0
297,SW_EpisodeV,LEIA,"Han, get up here!",0,0,0,0,3,0,2,0,9,0
298,SW_EpisodeV,HAN,"Come on, Chewie!",0,0,0,0,0,0,3,0,7,0
299,SW_EpisodeV,LEIA,Asteroids!,0,0,0,7,0,8,0,0,5,0
300,SW_EpisodeV,HAN,"Oh, no! Chewie, set two-seven-one.",0,0,0,5,0,10,0,0,7,0
301,SW_EpisodeV,LEIA,What are you doing? You're not actually going into an asteroid field?,0,0,0,7,3,9,0,10,5,0
302,SW_EpisodeV,HAN,"They'd be crazy to follow us, wouldn't they?",0,0,0,3,0,0,7,4,8,0
303,SW_EpisodeV,LEIA,You don't have to do this to impress me.,0,0,9,3,4,0,6,0,7,0
304,SW_EpisodeV,THREEPIO,"Sir, the possibility of successfully navigating an asteroid field is approximately three thousand, seven hundred and twenty to one.",0,0,0,8,0,5,1,0,9,0
305,SW_EpisodeV,HAN,Never tell me the odds!,0,0,4,0,6,0,4,0,5,0
306,SW_EpisodeV,HAN,"You said you wanted to be around when I made a mistake; well, this could be it, sweetheart.",0,0,0,3,0,5,2,0,7,9
307,SW_EpisodeV,LEIA,I take it back. We're going to get pulverized if we stay out here much longer.,0,0,6,7,2,6,1,0,9,0
308,SW_EpisodeV,HAN,I'm not going to argue with that.,0,0,0,0,0,0,6,0,4,8
309,SW_EpisodeV,THREEPIO,Pulverized?,0,0,0,10,0,7,0,8,9,0
310,SW_EpisodeV,HAN,I'm going in closer to one of the big ones.,0,0,0,0,0,0,9,0,3,0
311,SW_EpisodeV,LEIA,Closer?,0,0,0,4,0,8,0,9,7,0
312,SW_EpisodeV,THREEPIO,Closer?!,0,0,0,10,0,9,0,9,5,0
313,SW_EpisodeV,THREEPIO,"Oh, this is suicide!",0,7,0,8,0,9,0,3,9,0
314,SW_EpisodeV,HAN,There. That looks pretty good.,8,0,0,2,0,0,8,0,4,0
315,SW_EpisodeV,LEIA,What looks pretty good?,2,0,0,4,0,5,4,10,6,0
316,SW_EpisodeV,HAN,Yeah. That'll do nicely.,9,0,0,0,0,0,7,0,0,0
317,SW_EpisodeV,THREEPIO,"Excuse me, ma'am, but where are we going?",0,0,0,4,0,2,3,9,7,0
318,SW_EpisodeV,LEIA,I hope you know what you're doing.,0,0,0,2,0,0,4,6,9,0
319,SW_EpisodeV,HAN,"Yeah, me too.",0,0,0,0,0,0,9,0,0,2
320,SW_EpisodeV,LUKE,"Yes, that's it. Dagobah.",8,0,0,0,0,5,3,0,0,0
321,SW_EpisodeV,LUKE,"No, I'm not going to change my mind about this.  I'm not picking up any cities or technology. Massive life-form readings, though. There's something alive down there...",0,0,2,0,6,2,3,8,0,0
322,SW_EpisodeV,LUKE,"Yes, I'm sure it's perfectly safe for droids.",0,0,2,0,5,0,4,0,0,0
323,SW_EpisodeV,LUKE,"I know, I know! All the scopes are dead. I can't see a thing! Just hang on, I'm going to start the landing cycle...",0,0,0,0,6,3,2,4,9,0
324,SW_EpisodeV,LUKE,"No, Artoo, you stay put. I'll have a look around.",0,0,0,0,7,0,4,0,3,0
325,SW_EpisodeV,LUKE,Artoo?,0,0,0,6,0,3,4,9,5,0
326,SW_EpisodeV,LUKE,Artoo! Where are you?,0,0,0,6,0,4,0,10,8,0
327,SW_EpisodeV,LUKE,Artoo! You be more careful.,0,0,0,0,8,0,5,0,3,0
328,SW_EpisodeV,LUKE,Artoo -- that way!,8,0,0,2,0,0,1,0,0,0
329,SW_EpisodeV,LUKE,Artoo!,0,0,0,7,0,5,0,0,5,0
330,SW_EpisodeV,LUKE,"Oh, no! Are you all right? Come on. You're lucky you don't taste very good. Anything broken?",0,5,0,2,0,8,0,3,10,0
331,SW_EpisodeV,LUKE,"If you're saying coming here was a bad idea, I'm beginning to agree with you. Oh, Artoo, what are we doing here? It's like... something out of a dream, or, I don't know. Maybe I'm just going crazy.",0,6,0,5,0,1,0,10,10,0
332,SW_EpisodeV,VADER,"Yes, Admiral?",0,0,0,5,0,0,8,0,0,0
333,SW_EpisodeV,PIETT,"Our ships have sighted the Millennium Falcon, lord. But...it has entered an asteroid field and we cannot risk...",0,0,0,4,0,4,6,0,9,0
334,SW_EpisodeV,VADER,"Asteroids do not concern me, Admiral. I want that ship and not excuses.",0,0,7,0,7,0,3,0,0,0
335,SW_EpisodeV,PIETT,"Yes, lord.",0,0,0,6,0,0,4,0,7,0
336,SW_EpisodeV,HAN,I'm going to shut down everything but the emergency power systems.,0,0,0,0,0,0,5,0,6,0
337,SW_EpisodeV,THREEPIO,"Sir, I'm almost afraid to ask, but...does that include shutting me down, too?",0,0,0,10,0,5,0,6,8,0
338,SW_EpisodeV,HAN,"No, I need you to talk to the Falcon, find out what's wrong with the hyperdrive.",0,0,0,0,8,0,4,0,5,0
339,SW_EpisodeV,THREEPIO,"Sir, it's quite possible this asteroid is not entirely stable.",0,0,0,3,0,2,0,0,9,0
340,SW_EpisodeV,HAN,"Not entirely stable? I'm glad you're here to tell us these things. Chewie, take the professor in the back and plug him into the hyperdrive.",0,0,0,2,7,5,0,6,8,0
341,SW_EpisodeV,THREEPIO,"Oh! Sometimes I just don't understand human behavior. After all, I'm only trying to do my job in the most...",0,0,5,0,8,5,0,6,0,0
342,SW_EpisodeV,LEIA,Let go.,0,0,0,0,0,6,0,0,9,0
343,SW_EpisodeV,HAN,Sshh!,0,0,0,6,9,4,0,0,5,0
344,SW_EpisodeV,LEIA,"Let go, please.",0,6,0,10,0,0,0,0,8,0
345,SW_EpisodeV,HAN,Don't get excited.,0,0,4,0,6,0,0,0,3,0
346,SW_EpisodeV,LEIA,"Captain, being held by you isn't quite enough to get me excited.",5,0,9,0,7,0,0,0,2,9
347,SW_EpisodeV,HAN,"Sorry, sweetheart. We haven't got time for anything else.",3,0,0,0,0,0,5,0,6,10
348,SW_EpisodeV,LUKE,Ready for some power? Okay. Let's see now. Put that in there. There you go.,8,0,0,0,0,6,3,7,4,0
349,SW_EpisodeV,LUKE,Now all I have to do is find this Yoda...if he even exists.,0,6,0,0,0,0,8,7,4,0
350,SW_EpisodeV,LUKE,Still...there's something familiar about this place. I feel like...I don't know...,0,5,0,0,0,0,3,10,2,0
351,SW_EpisodeV,STRANGE VOICE,Feel like what?,0,0,0,0,0,3,4,9,6,0
352,SW_EpisodeV,LUKE,Like we're being watched!,0,0,0,6,0,9,2,4,0,0
353,SW_EpisodeV,CREATURE,Away with your weapon! I mean you no harm.,0,0,0,0,9,4,2,0,5,0
354,SW_EpisodeV,CREATURE,"I am wondering, why are you here?",0,0,0,2,0,3,6,9,4,0
355,SW_EpisodeV,LUKE,I'm looking for someone.,0,0,0,0,0,0,8,4,3,0
356,SW_EpisodeV,CREATURE,"Looking? Found someone, you have, I would say, hmmm?",0,0,0,0,0,0,6,8,0,0
357,SW_EpisodeV,LUKE,Right.,0,0,0,0,0,0,10,3,0,0
358,SW_EpisodeV,CREATURE,"Help you I can. Yes, mmmm.",5,0,0,0,0,0,9,0,0,0
359,SW_EpisodeV,LUKE,I don't think so. I'm looking for a great warrior.,0,3,7,0,0,4,5,0,0,0
360,SW_EpisodeV,CREATURE,Ahhh! A great warrior. Wars not make one great.,0,0,0,0,0,9,4,0,0,0
361,SW_EpisodeV,LUKE,Put that down. Hey! That's my dinner.,0,0,2,0,8,7,2,0,0,0
362,SW_EpisodeV,CREATURE,"How you get so big, eating food of this kind?",0,0,6,0,0,4,5,9,0,0
363,SW_EpisodeV,LUKE,"Listen, friend, we didn't mean to land in that puddle, and if we could get our ship out, we would, but we can't, so why don't you just...",0,2,7,0,3,0,5,0,7,0
364,SW_EpisodeV,CREATURE,"Aww, cannot get your ship out?",0,7,0,0,0,6,2,8,0,0
365,SW_EpisodeV,LUKE,"Hey, you could have broken this. Don't do that. Ohhh...you're making a mess. Hey, give me that!",0,0,0,3,9,5,0,4,7,0
366,SW_EpisodeV,CREATURE,Mine! Or I will help you not.,0,0,4,0,8,0,6,0,0,0
367,SW_EpisodeV,LUKE,I don't want your help. I want my lamp back. I'll need it to get out of this slimy mudhole.,0,0,10,0,8,0,5,0,7,0
368,SW_EpisodeV,CREATURE,Mudhole? Slimy? My home this is.,0,0,7,0,10,0,3,6,0,0
369,SW_EpisodeV,CREATURE,"Ah, ah, ah!",0,0,0,9,0,10,0,5,0,0
370,SW_EpisodeV,LUKE,"Oh, Artoo, let him have it.",0,7,5,0,3,0,5,0,2,0
371,SW_EpisodeV,CREATURE,Mine! Mine!,0,0,5,3,9,5,0,0,0,0
372,SW_EpisodeV,LUKE,Artoo!,0,0,0,0,0,9,0,5,0,0
373,SW_EpisodeV,CREATURE,Mine!,0,0,0,4,9,5,0,0,0,0
374,SW_EpisodeV,CREATURE,Mine!,0,0,0,5,9,5,0,0,0,0
375,SW_EpisodeV,LUKE,"Now will you move along, little fella? We're got a lot of work to do.",0,0,8,0,5,0,4,0,3,0
376,SW_EpisodeV,CREATURE,"No! No, no! Stay and help you, I will. Find your friend, hmm?",0,0,0,0,3,4,0,7,3,0
377,SW_EpisodeV,LUKE,"I'm not looking for a friend, I'm looking for a Jedi Master.",0,5,8,0,4,0,4,0,5,0
378,SW_EpisodeV,CREATURE,Oohhh. Jedi Master. Yoda. You seek Yoda.,0,0,0,0,0,6,8,0,0,0
379,SW_EpisodeV,LUKE,You know him?,0,0,0,0,0,5,5,8,0,0
380,SW_EpisodeV,CREATURE,"Mmm. Take you to him, I will. Yes, yes. But now, we must eat. Come. Good food. Come.",7,0,0,0,0,0,8,0,0,0
381,SW_EpisodeV,CREATURE,"Come, come.",0,0,0,0,0,0,9,0,0,0
382,SW_EpisodeV,LUKE,"Stay here and watch after the camp, Artoo.",0,0,0,2,0,0,8,0,7,0
383,SW_EpisodeV,THREEPIO,"Oh, where is Artoo when I need him?",0,8,0,3,0,4,0,9,6,0
384,SW_EpisodeV,THREEPIO,"Sir, I don't know where your ship learned to communicate, but it has the most peculiar dialect. I believe, sir, it says that the power coupling on the negative axis has been polarized. I'm afraid you'll have to replace it.",0,0,0,0,0,3,7,9,5,0
385,SW_EpisodeV,HAN,"Well, of course I'll have to replace it.",0,0,4,0,7,0,5,0,0,0
386,SW_EpisodeV,HAN,Here! And Chewie...,0,0,0,0,0,0,9,0,5,0
387,SW_EpisodeV,HAN,...I think we'd better replace the negative power coupling.,0,0,0,0,0,3,6,0,6,0
388,SW_EpisodeV,HAN,"Hey, Your Worship, I'm only trying to help.",0,0,3,0,7,4,3,0,5,9
389,SW_EpisodeV,LEIA,Would you please stop calling me that?,0,0,8,0,8,3,4,0,0,0
390,SW_EpisodeV,HAN,"Sure, Leia.",0,0,0,0,0,0,9,0,0,0
391,SW_EpisodeV,LEIA,"Oh, you make it so difficult sometimes.",0,0,6,0,7,0,2,0,0,7
392,SW_EpisodeV,HAN,"I do, I really do. You could be a little nicer, though. Come on, admit it. Sometimes you think I'm all right.",0,0,4,0,5,0,6,0,3,10
393,SW_EpisodeV,LEIA,Occasionally maybe...when you aren't acting like a scoundrel.,0,0,6,0,5,0,4,0,0,8
394,SW_EpisodeV,HAN,Scoundrel? Scoundrel? I like the sound of that.,8,0,3,0,0,6,4,3,0,8
395,SW_EpisodeV,LEIA,Stop that.,0,0,5,0,4,0,3,0,0,0
396,SW_EpisodeV,HAN,Stop what?,0,0,0,0,2,4,0,6,2,4
397,SW_EpisodeV,LEIA,Stop that! My hands are dirty.,0,0,9,0,8,7,0,0,0,0
398,SW_EpisodeV,HAN,"My hands are dirty, too. What are you afraid of?",0,0,0,0,3,5,6,5,3,9
399,SW_EpisodeV,LEIA,Afraid?,0,0,8,4,0,6,0,9,0,0
400,SW_EpisodeV,HAN,You're trembling.,0,0,6,0,0,7,0,4,0,0
401,SW_EpisodeV,LEIA,I'm not trembling.,0,0,7,0,8,5,0,3,4,0
402,SW_EpisodeV,HAN,You like me because I'm a scoundrel. There aren't enough scoundrels in your life.,4,0,3,0,0,0,6,0,0,10
403,SW_EpisodeV,LEIA,I happen to like nice men.,0,0,9,0,6,4,0,0,5,6
404,SW_EpisodeV,HAN,I'm a nice man.,0,0,5,6,0,4,3,0,7,6
405,SW_EpisodeV,LEIA,"No, you're not. You're...",0,0,8,3,5,5,0,6,0,3
406,SW_EpisodeV,THREEPIO,"Sir, sir! I've isolated the reverse power flux coupling.",6,0,0,0,0,7,4,0,0,0
407,SW_EpisodeV,HAN,Thank you. Thank you very much.,9,0,0,0,0,5,5,0,0,0
408,SW_EpisodeV,THREEPIO,"Oh, you're perfectly welcome, sir.",10,0,0,0,0,3,7,0,0,0
409,SW_EpisodeV,NEEDA,"...and that, Lord Vader, was the last time they appeared in any of our scopes. Considering the amount of damage we've sustained, they must have been destroyed.",0,4,0,0,0,0,7,4,8,0
410,SW_EpisodeV,VADER,"No, Captain, they're alive. I want every ship available to sweep the asteroid field until they are found.",0,0,6,0,4,0,6,0,5,0
411,SW_EpisodeV,PIETT,Lord Vader.,0,0,0,3,0,0,6,0,5,0
412,SW_EpisodeV,VADER,"Yes, Admiral, what is it?",0,0,3,0,1,0,6,7,3,0
413,SW_EpisodeV,PIETT,The Emperor commands you make contact with him.,0,0,0,6,0,4,3,0,7,0
414,SW_EpisodeV,VADER,Move the ship out of the asteroid field so that we can send a clear transmission.,0,0,3,0,6,3,6,0,4,0
415,SW_EpisodeV,PIETT,"Yes, my lord.",0,0,0,4,0,0,8,0,4,0
416,SW_EpisodeV,VADER,"What is thy bidding, my master?",0,0,3,3,2,0,8,0,7,0
417,SW_EpisodeV,EMPEROR,There is a great disturbance in the Force.,0,0,2,3,0,5,4,7,8,0
418,SW_EpisodeV,VADER,I have felt it.,0,0,0,2,0,0,9,0,7,0
419,SW_EpisodeV,EMPEROR,We have a new enemy -- Luke Skywalker.,0,0,5,2,8,0,7,0,6,0
420,SW_EpisodeV,VADER,"Yes, my master.",0,0,2,3,0,0,8,0,2,0
421,SW_EpisodeV,EMPEROR,He could destroy us.,0,0,0,3,0,3,6,0,9,0
422,SW_EpisodeV,VADER,He's just a boy. Obi-Wan can no longer help him.,0,0,5,0,7,6,4,0,3,0
423,SW_EpisodeV,EMPEROR,The Force is strong with him. The son of Skywalker must not become a Jedi.,0,0,0,3,0,0,7,0,9,0
424,SW_EpisodeV,VADER,"If he could be turned, he would become a powerful ally.",0,0,0,0,0,0,9,0,2,0
425,SW_EpisodeV,EMPEROR,Yes. Yes. He would be a great asset. Can it be done?,0,0,0,0,0,0,8,4,4,0
426,SW_EpisodeV,VADER,"He will join us or die, my master.",0,0,3,0,5,0,3,0,0,0
427,SW_EpisodeV,LUKE,"Look, I'm sure it's delicious. I just don't understand why we can't see Yoda now.",0,0,7,0,3,4,3,9,5,0
428,SW_EpisodeV,CREATURE,"Patience! For the Jedi it is time to eat as well. Eat, eat. Hot. Good food, hm? Good, hmm?",6,0,0,0,2,4,7,0,0,0
429,SW_EpisodeV,LUKE,How far away is Yoda? Will it take us long to get there?,0,0,0,0,0,0,6,8,7,0
430,SW_EpisodeV,CREATURE,"Not far. Yoda not far. Patience. Soon you will be with him.  Rootleaf, I cook. Why wish you become Jedi? Hm?",0,0,0,0,0,0,9,3,0,0
431,SW_EpisodeV,LUKE,"Mostly because of my father, I guess.",0,6,0,0,0,3,7,5,0,0
432,SW_EpisodeV,CREATURE,"Ah, your father. Powerful Jedi was he, powerful Jedi, mmm.",8,0,0,0,0,0,7,0,0,0
433,SW_EpisodeV,LUKE,"Oh, come on. How could you know my father? You don't even know who I am. Oh, I don't even know what I'm doing here. We're wasting our time.",0,0,4,0,8,6,0,9,3,0
434,SW_EpisodeV,CREATURE,I cannot teach him. The boy has no patience.,0,0,8,0,3,4,3,0,0,0
435,SW_EpisodeV,BEN,He will learn patience.,3,0,4,0,0,0,8,0,0,0
436,SW_EpisodeV,YODA,"Hmmm. Much anger in him, like his father.",0,0,4,0,0,1,8,0,0,0
437,SW_EpisodeV,BEN,Was I any different when you taught me?,0,4,0,0,0,0,8,4,6,0
438,SW_EpisodeV,YODA,Hah. He is not ready.,0,3,5,0,0,0,8,0,2,0
439,SW_EpisodeV,LUKE,"Yoda! I am ready. I...Ben! I can be a Jedi. Ben, tell him I'm ready.",0,6,0,3,0,9,0,5,7,0
440,SW_EpisodeV,YODA,"Ready, are you? What know you of ready? For eight hundred years have I trained Jedi. My own counsel will I keep on who is to be trained! A Jedi must have the deepest commitment, the most serious mind. This one a long time have I watched. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh! Excitement. Heh! A Jedi craves not these things. You are reckless!",0,0,9,0,5,4,6,0,0,0
441,SW_EpisodeV,BEN,"So was I, if you'll remember.",4,0,0,0,0,3,7,0,2,0
442,SW_EpisodeV,YODA,"He is too old. Yes, too old to begin the training.",0,6,7,0,0,0,7,0,0,0
443,SW_EpisodeV,LUKE,But I've learned so much.,0,9,2,0,0,6,0,4,7,0
444,SW_EpisodeV,YODA,Will he finished what he begins?,0,0,3,0,0,0,8,6,3,0
445,SW_EpisodeV,LUKE,I won't fail you -- I'm not afraid.,0,0,0,0,0,7,3,0,8,0
446,SW_EpisodeV,YODA,"Oh, you will be. You will be.",3,0,5,0,0,3,8,0,0,0
447,SW_EpisodeV,THREEPIO,"Sir, if I may venture an opinion...",0,0,0,5,0,0,3,0,9,0
448,SW_EpisodeV,HAN,"I'm not really interested in your opinion, Threepio.",0,0,7,0,5,0,6,0,2,0
449,SW_EpisodeV,LEIA,There's something out there.,0,0,0,5,0,7,3,5,3,0
450,SW_EpisodeV,HAN,Where?,0,0,0,3,0,4,5,9,5,0
451,SW_EpisodeV,LEIA,"Outside, in the cave.",0,0,0,6,0,0,5,4,7,0
452,SW_EpisodeV,THREEPIO,There it is. Listen! Listen!,0,0,0,2,0,8,1,2,5,0
453,SW_EpisodeV,HAN,I'm going out there.,0,0,0,0,0,0,10,0,0,0
454,SW_EpisodeV,LEIA,Are you crazy?!,0,0,7,5,3,10,0,9,8,0
455,SW_EpisodeV,HAN,I just got this bucket back together. I'm not going to let something tear it apart.,0,0,0,0,8,0,8,0,2,0
456,SW_EpisodeV,LEIA,Then I'm going with you.,0,0,0,0,4,0,7,0,5,0
457,SW_EpisodeV,THREEPIO,"I think it might be better if I stay here and guard the ship. Oh, no.",0,0,0,5,0,4,2,0,7,0
458,SW_EpisodeV,LEIA,This ground sure feels strange. It doesn't feel like rock at all.,0,0,0,1,0,4,6,9,0,0
459,SW_EpisodeV,HAN,There's an awful lot of moisture in here.,0,0,5,2,0,5,7,9,2,0
460,SW_EpisodeV,LEIA,I don't know. I have a bad feeling about this.,0,0,0,4,0,3,0,6,10,0
461,SW_EpisodeV,HAN,Yeah.,0,0,0,0,0,0,8,0,2,0
462,SW_EpisodeV,HAN,Watch out!,0,0,0,9,0,10,0,4,0,0
463,SW_EpisodeV,HAN,"Yeah, that's what I thought. Mynock. Chewie, check the rest of the ship, make sure there aren't any more attached. They're chewing on the power cables.",0,0,6,2,0,0,8,0,4,0
464,SW_EpisodeV,LEIA,Mynocks?,0,0,4,2,0,5,3,8,2,0
465,SW_EpisodeV,HAN,Go on inside. We'll clean them off if there are any more.,0,0,0,0,3,0,8,0,5,0
466,SW_EpisodeV,THREEPIO,Ohhh! Go away! Go away! Beastly thing. Shoo! Shoo!,0,0,9,5,0,10,0,0,5,0
467,SW_EpisodeV,HAN,Wait a minute...,0,0,0,0,0,3,5,9,2,0
468,SW_EpisodeV,HAN,"All right, Chewie, let's get out of here!",2,0,0,4,0,0,6,0,2,0
469,SW_EpisodeV,LEIA,"The Empire is still out there. I don't think it's wise to...",0,1,0,4,0,0,5,0,3,0
470,SW_EpisodeV,HAN,"No time to discuss this as a committee.",0,0,0,2,0,1,6,0,1,0
471,SW_EpisodeV,LEIA,"I am not a committee!",3,0,0,2,0,1,5,0,1,0
472,SW_EpisodeV,LEIA,"You can't make the jump to light-speed in this asteroid field...",0,2,0,5,0,1,5,1,3,0
473,SW_EpisodeV,HAN,"Sit down, sweetheart. We're taking off!",3,0,0,2,0,1,5,0,1,0
474,SW_EpisodeV,THREEPIO,"Look!",0,0,0,3,0,2,4,0,3,0
475,SW_EpisodeV,HAN,"I see it, I see it.",1,0,0,3,0,1,5,0,1,0
476,SW_EpisodeV,THREEPIO,"We're doomed!",0,3,0,6,0,1,3,2,4,0
477,SW_EpisodeV,LEIA,"The cave is collapsing.",0,1,0,5,0,2,4,0,4,0
478,SW_EpisodeV,HAN,"This is no cave.",0,0,0,5,0,2,5,0,3,0
479,SW_EpisodeV,LEIA,"What?",0,0,0,3,0,2,5,2,2,0
480,SW_EpisodeV,YODA,"Run! Yes. A Jedi's strength flows from the Force. But beware of the dark side. Anger...fear...aggression. The dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan's apprentice.",0,3,0,6,0,2,6,0,4,0
481,SW_EpisodeV,LUKE,"Vader. Is the dark side stronger?",0,2,0,4,0,0,4,2,3,0
